subbrand,mean,count
Architecture ,5.6880000000000015,5
City ,6.747142857142857,14
Classic ,2.98,7
Creator ,6.289999999999999,10
DC Comics Super Heroes ,7.596666666666667,3
DUPLO® ,6.194285714285715,14
Disney Princess ,3.3366666666666656,3
Friends ,9.835,4
Marvel Super Heroes ,6.787500000000001,4
Minecraft ,6.8100000000000005,4
NINJAGO® ,11.921428571428573,7
Speed Champions ,7.960000000000001,1
Star Wars ,7.5299999999999985,3
THE MOVIE ,23.769999999999996,1
Technic ,19.695714285714285,7
